curso,no_ies,est,mun,val
CI?CIAS CONT?BEIS,FACULDADE S? FRANCISCO DE BARREIRAS - FASB,BA,Barreiras,684.95
CI?CIAS CONT?BEIS,Faculdade de Imperatriz Wyden,MA,Imperatriz,684.77
PSICOLOGIA,FACULDADE DE CI?CIAS E TECNOLOGIA DA BAHIA,BA,Capim Grosso,684
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSIT?RIO TIRADENTES,SE,Aracaju,682.91
BIOMEDICINA,FACULDADE DE ENFERMAGEM NOVA ESPERAN? DE MOSSOR?- FACENE/RN,PB,Jo? Pessoa,682.52
DIREITO,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,PI,Teresina,681.3
SERVI? SOCIAL,FACULDADE AN?IO TEIXEIRA DE FEIRA DE SANTANA,BA,Feira de Santana,679.61
CI?CIA DA COMPUTA?O,FACULDADE DE CI?CIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,679.5
ENFERMAGEM,FACULDADE UNIRB - PIAU?,CE,Fortaleza,679.17
CI?CIAS CONT?BEIS,FACULDADE DE JUAZEIRO DO NORTE,CE,Juazeiro do Norte,678.97
ADMINISTRA?O,CENTRO UNIVERSIT?RIO SANTO AGOSTINHO,PI,Teresina,678.76
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO SANTO AGOSTINHO,PI,Teresina,678.76
ADMINISTRA?O,FACULDADE DO BAIXO PARNA?A,MA,Chapadinha,677.9
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE VALE DO SALGADO,CE,Juazeiro do Norte,674.78
ADMINISTRA?O,FACULDADE DE TECNOLOGIA DE VALEN?,BA,Valen?,673.97
ADMINISTRA?O,FACULDADE MADRE THAIS,BA,Ilh?s,672.6
ADMINISTRA?O,FACULDADE SANT?SIMO SACRAMENTO,BA,Salvador,671.8
SEGURAN? NO TRABALHO,CENTRO UNIVERSIT?RIO UBIRB,BA,Salvador,671.52
CI?CIAS CONT?BEIS,Centro Universit?io FG,BA,Guanambi,671.24
ADMINISTRA?O,CENTRO UNIVERSIT?RIO RITTER DOS REIS,PE,Jaboat? dos Guararapes,671.24
JORNALISMO,CENTRO UNIVERSIT?RIO TIRADENTES,SE,Aracaju,670.08
EST?ICA E COSM?ICA,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANH?,MA,Imperatriz,669.87
ENGENHARIA CIVIL,CENTRO UNIVERSIT?RIO FARIAS BRITO,CE,Fortaleza,669.79
EST?ICA E COSM?ICA,UNIVERSIDADE POTIGUAR,RN,Natal,669.7
RADIOLOGIA,CENTRO UNIVERSIT?RIO DE PATOS,PB,Patos,669.23
CI?CIAS CONT?BEIS,FACULDADE LOUREN? FILHO,CE,Fortaleza,669.03
NUTRI?O,CENTRO UNIVERSIT?RIO UNINOVAFAPI,PI,Teresina,667.89
ADMINISTRA?O,CENTRO UNIVERSIT?RIO INTA,CE,Sobral,667.28
EST?ICA E COSM?ICA,FACULDADE SANTA TEREZINHA,MA,S? Lu?,666.9
SISTEMAS DE INFORMA?O,FACULDADES INTEGRADAS BARROS MELO,PE,Olinda,665.27
CI?CIAS CONT?BEIS,Centro Universit?io Fametro,CE,Fortaleza,665
ADMINISTRA?O,Centro Universit?io Fametro,CE,Fortaleza,665
ADMINISTRA?O,CENTRO UNIVERSIT?RIO UNINOVAFAPI,PI,Teresina,664.36
CI?CIAS CONT?BEIS,FACULDADE UNINASSAU FORTALEZA,PE,Recife,663.36
CI?CIA DA COMPUTA?O,"FACULDADE DE FILOSOFIA, CI?CIAS E LETRAS DE CAJAZEIRAS",PB,Cajazeiras,661.91
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU,PE,Recife,661.75
ADMINISTRA?O,FACULDADE VALE DO SALGADO,CE,Juazeiro do Norte,661.67
CI?CIAS CONT?BEIS,"FACULDADE DE FILOSOFIA, CI?CIAS E LETRAS DE CAJAZEIRAS",PB,Cajazeiras,660.07
ENFERMAGEM,CENTRO UNIVERSIT?RIO UNIVERSUS VERITAS,PB,Campina Grande,658.61
ADMINISTRA?O,Centro Universit?io de Ci?cias e Tecnologia do Maranh?,MA,Caxias,657.48
ADMINISTRA?O,CENTRO DE ENSINO SUPERIOR DE ILH?S,BA,Ilh?s,657
CI?CIAS CONT?BEIS,CENTRO DE ENSINO SUPERIOR DE ILH?S,BA,Ilh?s,657
CI?CIAS CONT?BEIS,FACULDADE CEARENSE,CE,Fortaleza,656.56
CI?CIAS CONT?BEIS,FACULDADES INTEGRADAS DE SERGIPE,SE,Tobias Barreto,656.46
LETRAS,FACULDADES INTEGRADAS DE SERGIPE,SE,Tobias Barreto,656.42
ADMINISTRA?O,CENTRO UNIVERSI?RIO UNIFTC,BA,Salvador,656.15
SERVI? SOCIAL,FACULDADE VALE DO SALGADO,CE,Juazeiro do Norte,655.72
ENGENHARIA DE PRODU?O,Centro Universit?io Joaquim Nabuco de Paulista,PE,Recife,655.09
FISIOTERAPIA,Centro Universit?io Ruy Barbosa Wyden,BA,Salvador,655.09
DIREITO,FACULDADE CNEC ILHA DO GOVERNADOR,PB,Jo? Pessoa,654.89
RADIOLOGIA,Centro Universit?io da Amaz?ia,PB,Campina Grande,654.53
GASTRONOMIA,UNIVERSIDADE TIRADENTES,SE,Aracaju,653.81
EDUCA?O F?ICA,FACULDADE DO VALE DO JAGUARIBE,CE,Aracati,653.36
NUTRI?O,Faculdade de Tecnologia e Ci?cias,BA,Salvador,652.37
ADMINISTRA?O,FACULDADE AMADEUS,SE,Aracaju,650.75
ENGENHARIA EL?RICA,Faculdade de Imperatriz Wyden,MA,Imperatriz,650.54
ENGENHARIA EL?RICA,FACULDADE FIGUEIREDO COSTA - FIC,AL,Macei?,650.18
JORNALISMO,CENTRO UNIVERSIT?RIO DE PATOS,PB,Patos,649.82
CI?CIAS CONT?BEIS,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,648.27
ADMINISTRA?O,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,648.27
ENGENHARIA CIVIL,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,645.51
ARQUITETURA E URBANISMO,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,645.2
EDUCA?O F?ICA,CENTRO UNIVERSI?RIO UNIFTC DE FEIRA DE SANTANA,BA,Salvador,644.1
RADIOLOGIA,Faculdade Unirb - Parna?a,PI,Parna?a,644
GEST? COMERCIAL,FACULDADE UNIME DE CI?CIAS SOCIAIS,BA,Lauro de Freitas,643.5
EDUCA?O F?ICA,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANH?,MA,Imperatriz,643.41
PSICOLOGIA,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,642.57
SISTEMAS DE INFORMA?O,FACULDADE SANTA TEREZINHA,MA,S? Lu?,642.47
SERVI? SOCIAL,Faculdade UNIRB - ARACAJU,SE,Aracaju,642.1
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,FACULDADE AN?IO TEIXEIRA DE FEIRA DE SANTANA,BA,Feira de Santana,642
EDUCA?O F?ICA,FACULDADE TERRA NORDESTE,CE,Fortaleza,641.65
ADMINISTRA?O,FACULDADE VALE DO A?,MA,A?il?dia,641.11
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU,PE,Recife,640.38
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,FACULDADE EST?CIO DE TERESINA,PI,Teresina,640.14
RADIOLOGIA,FACULDADE MARIA MILZA,BA,Cruz das Almas,639.13
CI?CIAS CONT?BEIS,UNIVERSIDADE TIRADENTES,SE,Aracaju,639
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,Centro Universit?io Fanor Wyden,CE,Fortaleza,638.48
PSICOLOGIA,FACULDADE DE TECNOLOGIA DE ALAGOAS,AL,Macei?,637.13
NUTRI?O,FACULDADE ADVENTISTA DA BAHIA,PE,Jaboat? dos Guararapes,636.47
SERVI? SOCIAL,FACULDADE DE CI?CIAS E EMPREENDEDORISMO,BA,Santo Ant?io de Jesus,636.31
ADMINISTRA?O,FACULDADE DO SUL DA BAHIA,BA,Teixeira de Freitas,635.52
CI?CIAS CONT?BEIS,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboat? dos Guararapes,634.7
BIOMEDICINA,Faculdade Uninassau Fortaleza Savanah,RN,Natal,634.3
FILOSOFIA,FACULDADE BATISTA BRASILEIRA,BA,Salvador,633.84
EST?ICA E COSM?ICA,Centro Universit?io Fametro,CE,Fortaleza,633.73
JORNALISMO,Centro Universit?io de Ci?cias e Tecnologia do Maranh?,MA,Caxias,631.95
REDES DE COMPUTADORES,FACULDADE AN?IO TEIXEIRA DE FEIRA DE SANTANA,BA,Feira de Santana,631.17
CI?CIAS CONT?BEIS,FACULDADE DE CI?CIAS E EMPREENDEDORISMO,BA,Santo Ant?io de Jesus,630.74
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,630.41
SERVI? SOCIAL,FACULDADE TERRA NORDESTE,CE,Fortaleza,630
NUTRI?O,FACULDADE UNINASSAU TERESINA,PI,Teresina,629.97
FARM?CIA,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,629.04
CI?CIAS CONT?BEIS,FACULDADE S? SALVADOR,BA,Salvador,628.84
ADMINISTRA?O,FACULDADE MARIA MILZA,BA,Cruz das Almas,628.49
DIREITO,FACULDADE DO SERT? DO PAJE?,PE,Afogados da Ingazeira,626.63
RADIOLOGIA,FACULDADE DO SUL,BA,Lauro de Freitas,625.92
ADMINISTRA?O,Centro Universit?io FG,BA,Guanambi,625.62
CI?CIAS CONT?BEIS,FACULDADE UNINASSAU ARACAJU,SE,Aracaju,625.16
ADMINISTRA?O,FACULDADE S? SALVADOR,BA,Salvador,625.02
PEDAGOGIA,UNIVERSIDADE POTIGUAR,RN,Natal,624.46
ENGENHARIA MEC?ICA,Centro Universit?io Favip Wyden,PE,Caruaru,624.36
SERVI? SOCIAL,Faculdade de Ci?cias e Sa?de Edufor,CE,Fortaleza,624.15
ADMINISTRA?O,Faculdade Est?io da Para?a,PB,Jo? Pessoa,623.44
ADMINISTRA?O,FACULDADE DE CI?CIAS E EMPREENDEDORISMO,BA,Santo Ant?io de Jesus,623.38
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,622.99
SERVI? SOCIAL,FACULDADE MADRE THAIS,BA,Ilh?s,621.16
EDUCA?O F?ICA,Centro Universit?io Maur?io de Nassau de Salvador,BA,Salvador,620.99
SERVI? SOCIAL,FACULDADE DO VALE DO JAGUARIBE,CE,Aracati,620.72
CI?CIAS CONT?BEIS,FACULDADE SANTO ANTONIO,BA,Alagoinhas,620.71
PSICOLOGIA,FACULDADE DE EDUCA?O SANTA TEREZINHA,MA,Imperatriz,620.51
ADMINISTRA?O,FACULDADE UNINASSAU MANAUS,PE,Recife,620.1
ARQUITETURA E URBANISMO,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,619.9
ADMINISTRA?O,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,619.56
ADMINISTRA?O,UNIVERSIDADE TIRADENTES,SE,Aracaju,619
CI?CIAS CONT?BEIS,Faculdade de Ci?cias Educacionais de Capim Grosso,BA,Capim Grosso,618.55
EDUCA?O F?ICA,FACULDADE DO NORDESTE DA BAHIA,BA,Coronel Jo? S?,617.93
MECATR?ICA INDUSTRIAL,FACULDADE DE TECNOLOGIA SENAI PERNAMBUCO,PE,Recife,617.33
ENGENHARIA DE COMPUTA?O,FACULDADE DE TECNOLOGIA DE ALAGOAS,AL,Macei?,616.67
ADMINISTRA?O,Centro Universit?io Maur?io de Nassau de Campina Grande,PB,Campina Grande,616.44
ADMINISTRA?O,FACULDADE DO VALE DO JAGUARIBE,CE,Aracati,616
NUTRI?O,FACULDADE DE TECNOLOGIA DE ALAGOAS,AL,Macei?,615.74
ENGENHARIA EL?RICA,Centro Universit?io Joaquim Nabuco de Paulista,PE,Recife,615.52
CI?CIAS CONT?BEIS,Centro Universit?io Maur?io de Nassau de Campina Grande,PB,Campina Grande,615.2
CI?CIAS CONT?BEIS,FACULDADE UNINASSAU PETROLINA,PE,Recife,614.76
CI?CIAS BIOL?ICAS,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,614.53
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,614.05
SISTEMAS DE INFORMA?O,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,614.05
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSI?RIO UNIFTC SALVADOR,BA,Salvador,613.98
ADMINISTRA?O,FACULDADE UNINASSAU PETROLINA,PE,Recife,613.27
ADMINISTRA?O,FACULDADE DE SANTA CRUZ DA BAHIA,BA,Itaberaba,612.61
DIREITO,FACULDADE RAIMUNDO MARINHO DE PENEDO,AL,Penedo,612.33
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,Faculdade de Tecnologia e Ci?cias,BA,Salvador,611.4
EDUCA?O F?ICA,FACULDADE UNINASSAU ARACAJU,SE,Aracaju,611.17
SERVI? SOCIAL,CHRISTUS FACULDADE DO PIAU?,PI,Piripiri,610.25
ADMINISTRA?O,FACULDADE DE TECNOLOGIA E CI?CIAS DE JEQUI?,BA,Salvador,609.54
CI?CIAS CONT?BEIS,FOCCA - FACULDADE DE OLINDA,PE,Olinda,609.38
DIREITO,FACULDADE DE TECNOLOGIA DE TERESINA,PI,Teresina,608.95
EDUCA?O F?ICA,Faculdade da Regi? Sisaleira,BA,Concei?o do Coit?,608.01
ADMINISTRA?O,FACULDADE MONTESSORIANO DE SALVADOR,BA,Salvador,606.87
PEDAGOGIA,FACULDADE MONTESSORIANO DE SALVADOR,BA,Salvador,606.38
AGRONEG?IO,FACULDADE VALE DO A?,MA,A?il?dia,606.27
DESIGN GR?FICO,UNIVERSIDADE TIRADENTES,SE,Aracaju,605.67
ADMINISTRA?O,FACULDADE BATISTA BRASILEIRA,BA,Salvador,605.62
CI?CIAS CONT?BEIS,FACULDADE UNINASSAU CARUARU,PE,Recife,605.54
ADMINISTRA?O,FACULDADE DE CI?CIAS SOCIAIS APLICADAS,BA,Itamaraju,604.89
ADMINISTRA?O,FACULDADE UNINASSAU VIT?IA DA CONQUISTA,BA,Vit?ia da Conquista,604.67
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO TIRADENTES,SE,Aracaju,604.08
PEDAGOGIA,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,602.39
PEDAGOGIA,FACULDADE DO MARANH?,MA,S? Lu?,600.16
ADMINISTRA?O,Faculdade CNEC Joinville,PB,Jo? Pessoa,600
PEDAGOGIA,Faculdade CNEC Itaja?,PB,Jo? Pessoa,599.62
SERVI? SOCIAL,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Pa? do Lumiar,598.88
GASTRONOMIA,FACULDADE UNIME DE CI?CIAS SOCIAIS,BA,Lauro de Freitas,598.5
CI?CIAS CONT?BEIS,Faculdade de Tecnologia e Ci?cias,BA,Salvador,598.04
LETRAS - PORTUGU? E INGL?,CENTRO UNIVERSIT?RIO DA GRANDE FORTALEZA,CE,Fortaleza,597.26
"COMUNICA?O SOCIAL - R?DIO, TV E INTERNET",FACULDADES INTEGRADAS BARROS MELO,PE,Olinda,596.51
ENFERMAGEM,"FACULDADE REGIONAL DE FILOSOFIA, CI?CIAS E LETRAS DE CANDEIAS",BA,Candeias,596.42
ADMINISTRA?O,FACULDADE UNINASSAU CARUARU,PE,Recife,595.57
ADMINISTRA?O,FACULDADE SANTA TEREZINHA,MA,S? Lu?,595.44
ENGENHARIA DE CONTROLE E AUTOMA?O,FACULDADE DO SUL DA BAHIA,BA,Teixeira de Freitas,595.06
FARM?CIA,FACULDADE SANTISSIMA TRINDADE,PE,Nazar?da Mata,594.51
CI?CIAS CONT?BEIS,UNIVERSIDADE POTIGUAR,RN,Natal,592.97
CI?CIAS CONT?BEIS,CENTRO UNIVERSI?RIO UNIFTC DE FEIRA DE SANTANA,BA,Salvador,591.08
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO SANTO AGOSTINHO,PI,Teresina,590.66
SISTEMAS DE INFORMA?O,FACULDADE UNINASSAU TERESINA,PI,Teresina,590.63
CI?CIAS CONT?BEIS,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,590.12
SERVI? SOCIAL,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANH?,MA,Imperatriz,589.69
ENFERMAGEM,FACULDADE SANTISSIMA TRINDADE,PE,Nazar?da Mata,589.28
PSICOLOGIA,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,589.27
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,587.71
COMUNICA?O SOCIAL - JORNALISMO,FACULDADE AN?IO TEIXEIRA DE FEIRA DE SANTANA,BA,Feira de Santana,587.54
COMUNICA?O SOCIAL - CINEMA E V?EO,CENTRO UNIVERSI?RIO UNIFTC SALVADOR,BA,Salvador,587.51
ENGENHARIA DE CONTROLE E AUTOMA?O,Centro Universit?io Favip Wyden,PE,Caruaru,586.13
FARM?CIA,Centro Universit?io FBV Wyden,CE,Fortaleza,585.21
ADMINISTRA?O,FACULDADE CNEC ILHA DO GOVERNADOR,PB,Jo? Pessoa,585.13
ADMINISTRA?O,FACULDADES INTEGRADAS BARROS MELO,PE,Olinda,584.39
COMUNICA?O SOCIAL,FACULDADE UNINASSAU JO? PESSOA,PB,Jo? Pessoa,584.18
CI?CIAS CONT?BEIS,FACULDADE AMADEUS,SE,Aracaju,584.11
EDUCA?O F?ICA,Centro Universit?io Favip Wyden,PE,Caruaru,583.7
PEDAGOGIA,FACULDADE CNEC ITABORA?,PB,Jo? Pessoa,583.47
CI?CIAS CONT?BEIS,FACULDADE VALE DO SALGADO,CE,Juazeiro do Norte,583.06
ADMINISTRA?O,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,581.17
SEGURAN? NO TRABALHO,FACULDADE DE JUAZEIRO DO NORTE,CE,Juazeiro do Norte,580.98
PEDAGOGIA,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,579.56
CI?CIAS CONT?BEIS,FACULDADE UNINASSAU NATAL,RN,Natal,579.2
RADIOLOGIA,FACULDADE DE CI?CIAS SOCIAIS APLICADAS,BA,Itamaraju,574.64
LETRAS - PORTUGU? E INGL?,FACULDADE DO MARANH?,MA,S? Lu?,574.49
SERVI? SOCIAL,INSTITUTO DE EDUCA?O SUPERIOR RAIMUNDO S?,PI,Picos,574.14
SERVI? SOCIAL,"FACULDADE DE FILOSOFIA, CI?CIAS E LETRAS DE CAJAZEIRAS",PB,Cajazeiras,574
PUBLICIDADE E PROPAGANDA,FACULDADE CEARENSE,CE,Fortaleza,573.8
DESIGN DE MODA,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,571.44
ADMINISTRA?O,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,571
ADMINISTRA?O,FACULDADE PARA?O DO CEAR?,CE,Juazeiro do Norte,570.33
ADMINISTRA?O,Faculdade Unirb - Mossor?,RN,Mossor?,569.84
LETRAS - L?GUA PORTUGUESA,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,569.47
SISTEMAS DE INFORMA?O,Centro Universit?io Joaquim Nabuco de Recife,PE,Recife,569.41
ADMINISTRA?O,Centro Universit?io Joaquim Nabuco de Paulista,PE,Recife,568.73
ADMINISTRA?O,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANH?,MA,Imperatriz,568.65
ADMINISTRA?O,FACULDADE DO VALE DO ITAPECUR?,MA,Caxias,568.41
PEDAGOGIA,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,567.41
CI?CIAS CONT?BEIS,Centro Universit?io FACEX,RN,Natal,566.22
PEDAGOGIA,Faculdade Unirb - Feira de Santana,BA,Alagoinhas,566
CI?CIAS CONT?BEIS,FACULDADE MARIA MILZA,BA,Cruz das Almas,565.68
ADMINISTRA?O,Faculdade Unirb - Feira de Santana,BA,Alagoinhas,565.66
CI?CIAS CONT?BEIS,FACULDADE DO VALE DO JAGUARIBE,CE,Aracati,565.61
SERVI? SOCIAL,Centro Universit?io Fametro,CE,Fortaleza,564.92
ADMINISTRA?O,Faculdade Cesmac do Sert?,AL,Macei?,564.85
LETRAS - INGL?,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,563.52
PSICOLOGIA,Faculdade Unirb - Barreiras,BA,Salvador,563.21
ADMINISTRA?O,CENTRO UNIVERSIT?RIO DO RIO GRANDE DO NORTE,RN,Natal,563.14
SERVI? SOCIAL,FACULDADE UNINASSAU S? LU?,SE,Aracaju,562.85
SISTEMAS DE INFORMA?O,FACULDADE PARA?O DO CEAR?,CE,Juazeiro do Norte,562.57
EDUCA?O F?ICA,Faculdade Unirb - Parna?a,PI,Parna?a,562.47
PEDAGOGIA,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,562.15
ADMINISTRA?O,FACULDADE DE TECNOLOGIA ATENEU,CE,Fortaleza,561.96
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO ARNALDO HOR?CIO FERREIRA,BA,Lu? Eduardo Magalh?s,560.9
RADIOLOGIA,UNIVERSIDADE TIRADENTES,SE,Aracaju,560.74
EDUCA?O F?ICA,FACULDADE S? FRANCISCO DE BARREIRAS - FASB,BA,Barreiras,560.3
ADMINISTRA?O,FACULDADE UNINASSAU TERESINA,PI,Teresina,560.25
PEDAGOGIA,CENTRO UNIVERSIT?RIO DOM PEDRO II,BA,Salvador,559.45
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO DO RIO GRANDE DO NORTE,RN,Natal,559.44
CI?CIAS CONT?BEIS,Faculdade Dom Pedro II de Jequi?,BA,Salvador,557.6
ADMINISTRA?O,FACULDADE LOUREN? FILHO,CE,Fortaleza,556.8
FARM?CIA,ESCOLA SUPERIOR DE SA?E DE ARCOVERDE,PE,Arcoverde,556.67
EDUCA?O F?ICA,FACULDADE DE CI?CIAS E EMPREENDEDORISMO,BA,Santo Ant?io de Jesus,556.66
DESIGN,FACULDADE UNINASSAU TERESINA,PI,Teresina,555.42
ADMINISTRA?O,INSTITUTO DE EDUCA?O SUPERIOR RAIMUNDO S?,PI,Picos,555
CI?CIAS CONT?BEIS,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,553.92
ADMINISTRA?O,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboat? dos Guararapes,553.75
ADMINISTRA?O,CENTRO UNIVERSIT?RIO TIRADENTES,SE,Aracaju,551.36
ADMINISTRA?O,CENTRO UNIVERSIT?RIO DOM PEDRO II,BA,Salvador,551.11
ADMINISTRA?O,CENTRO DE ENSINO SUPERIOR DO VALE DO PARNA?A,PI,Teresina,550.65
ADMINISTRA?O,FACULDADE UNINASSAU NATAL,RN,Natal,547.3
PEDAGOGIA,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,546.69
SERVI? SOCIAL,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,546.06
CI?CIAS CONT?BEIS,CENTRO DE ENSINO SUPERIOR DO VALE DO PARNA?A,PI,Teresina,545.11
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,542.78
ENFERMAGEM,FACULDADE NATALENSE DE ENSINO E CULTURA,PB,Jo? Pessoa,542.18
CI?CIAS CONT?BEIS,Faculdade Unirb - Mossor?,RN,Mossor?,541.46
BIOMEDICINA,CENTRO UNIVERSIT?RIO UNIVERSUS VERITAS,PB,Campina Grande,541.24
ADMINISTRA?O,FACULDADE UNINABUCO S? LOUREN? DA MATA,PE,S? Louren? da Mata,540.82
JORNALISMO,UNIVERSIDADE POTIGUAR,RN,Natal,540.81
CI?CIA DA COMPUTA?O,INSTITUTO DE EDUCA?O SUPERIOR RAIMUNDO S?,PI,Picos,540.72
PEDAGOGIA,FACULDADE EUG?IO GOMES,BA,Ipir?,540
SISTEMA DE INFORMA?O,FACULDADE SANT?SIMO SACRAMENTO,BA,Salvador,538.97
RADIOLOGIA,FACULDADE UNINASSAU S? LU?,SE,Aracaju,538.73
ADMINISTRA?O,FACULDADE CEARENSE,CE,Fortaleza,538.57
PEDAGOGIA,FACULDADE DE BALSAS,MA,Balsas,538.44
MATEM?TICA,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,534.85
CI?CIAS CONT?BEIS,FACULDADE DO VALE DO ITAPECUR?,MA,Caxias,533.62
SISTEMAS DE INFORMA?O,Centro Universit?io Joaquim Nabuco de Paulista,PE,Recife,533.52
EDUCA?O F?ICA,FACULDADE MARIA MILZA,BA,Cruz das Almas,531.82
DIREITO,FACULDADE S? TOMAZ DE AQUINO,BA,Salvador,531.75
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,531.63
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,531.29
ADMINISTRA?O,FACULDADE DO NORDESTE DA BAHIA,BA,Coronel Jo? S?,529.05
CI?CIAS CONT?BEIS,FACULDADE ADVENTISTA DA BAHIA,PE,Jaboat? dos Guararapes,527.83
CI?CIAS CONT?BEIS,FACULDADE DO BAIXO PARNA?A,MA,Chapadinha,527.7
ADMINISTRA?O,Centro Universit?io Joaquim Nabuco de Recife,PE,Recife,527.55
ADMINISTRA?O,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,526.72
CI?CIAS CONT?BEIS,CHRISTUS FACULDADE DO PIAU?,PI,Piripiri,526.21
ADMINISTRA?O,CHRISTUS FACULDADE DO PIAU?,PI,Piripiri,526.21
ADMINISTRA?O,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,525
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO SANTO AGOSTINHO,PI,Teresina,524.78
FISIOTERAPIA,FACULDADE DA ESCADA,PE,Escada,523.13
ENFERMAGEM,FACULDADE DA ESCADA,PE,Escada,523.13
SERVI? SOCIAL,FACULDADE DO BAIXO PARNA?A,MA,Chapadinha,522.98
COMUNICA?O SOCIAL,CENTRO UNIVERSI?RIO UNIFTC,BA,Salvador,522.81
M?ICA,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,522.44
GEOGRAFIA,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,522.44
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO DO RIO GRANDE DO NORTE,RN,Natal,522.38
PEDAGOGIA,FACULDADE DO NORDESTE DA BAHIA,BA,Coronel Jo? S?,521.65
SERVI? SOCIAL,FACULDADE MARANHENSE S? JOS?DOS COCAIS,MA,Timon,521.47
FARM?CIA,FACULDADE DA ESCADA,PE,Escada,519.87
ADMINISTRA?O,Faculdade Dom Pedro II de Barreiras,BA,Salvador,519.65
EST?ICA E COSM?ICA,FACULDADE UNINASSAU VIT?IA DA CONQUISTA,BA,Vit?ia da Conquista,519.52
PRODU?O PUBLICIT?RIA,FACULDADE DE BALSAS,MA,Balsas,519.34
